index,community_num,num_users,user_num_games,num_users_zscore,user_num_games_zscore,avg_num_games_played
0,0,109410,6875,28.325985751453793,19.26683822413682,0.06283703500594096
1,1,42676,2974,11.002302899672296,8.290616704139959,0.06968788077608024
2,2,27940,8772,7.176939658987607,24.6044163383214,0.3139584824624195
3,3,32675,2556,8.406112768694584,7.114492480771928,0.07822494261667942
4,4,30321,554,7.795030720067293,1.4814764635882023,0.01827116519903697
5,5,13210,1309,3.3531339766256707,3.6058156708677793,0.09909159727479182
6,6,9687,1586,2.4385876481150732,4.38520899592267,0.16372457933312687
7,7,9220,72,2.3173576919940264,0.12527580410640632,0.0078091106290672455
8,8,5780,165,1.4243575869481975,0.3869493753342217,0.028546712802768166
9,9,3960,506,0.9518982290460436,1.3464191365028784,0.12777777777777777
10,10,4073,341,0.981232244124584,0.8821595746470767,0.08372207218266633
11,11,4140,33,0.9986249787286743,0.015541725849580478,0.007971014492753623
12,12,3521,565,0.8379368784311835,1.512427101045256,0.16046577676796364
13,13,3953,117,0.9500810776694969,0.25189204824889766,0.02959777384265115
14,14,2207,207,0.49683160574798024,0.5051245365338802,0.09379247847757137
15,15,2238,48,0.5048789904155444,0.057747140563744255,0.021447721179624665
16,16,2080,73,0.46386328791634646,0.1280894984206839,0.035096153846153846
17,17,1899,108,0.41687694517992346,0.22656879942039937,0.05687203791469194
18,18,1805,115,0.3924751981234386,0.24626465962034247,0.06371191135734072
19,19,1564,120,0.32991327215947214,0.2603331311917304,0.07672634271099744
20,20,1552,65,0.3267981555139634,0.1055799439064632,0.04188144329896907
21,21,1517,47,0.3177123986312297,0.05493344624946667,0.03098220171390903
22,22,924,293,0.1637737177323412,0.7471022475617526,0.3170995670995671
23,23,907,84,0.15936063581787052,0.15904013587773733,0.0926130099228225
24,24,855,35,0.14586179702066615,0.02116911447813565,0.04093567251461988
25,25,670,130,0.0978370820690736,0.2884700743345063,0.19402985074626866
26,26,683,108,0.10121179176837469,0.22656879942039937,0.1581259150805271
27,27,646,114,0.0916068487780562,0.2434509653060649,0.17647058823529413
28,28,616,117,0.08381905716428442,0.25189204824889766,0.18993506493506493
29,29,566,87,0.07083940447466482,0.16748121882057007,0.15371024734982333
30,30,461,179,0.04358213382646365,0.4263410957341079,0.3882863340563991
31,31,513,124,0.057080972623668035,0.27158790844884073,0.24171539961013644
32,32,523,54,0.05967690316159196,0.07462930644940977,0.10325047801147227
33,33,440,31,0.03813067969682341,0.009914337221025306,0.07045454545454545
34,34,444,23,0.039169051911992984,-0.012595217293195375,0.0518018018018018
35,35,419,38,0.03267922556718318,0.029610197420968404,0.09069212410501193
36,36,430,24,0.03553474915889949,-0.00978152297891779,0.05581395348837209
37,37,407,44,0.02956410892167447,0.046492363306633915,0.10810810810810811
38,38,413,34,0.031121667244428827,0.018355420163858063,0.08232445520581114
39,39,401,14,0.02800655059892012,-0.037918466121693646,0.034912718204488775
40,40,288,48,-0.0013274644796201897,0.057747140563744255,0.16666666666666666
41,41,242,89,-0.013268744954070228,0.17310860744912526,0.3677685950413223
42,42,286,45,-0.001846650587204974,0.0493060576209115,0.15734265734265734
43,43,268,49,-0.006519325555468032,0.060560834878021844,0.1828358208955224
44,44,298,2,0.0012684660583037316,-0.07168279789302466,0.006711409395973154
45,45,274,21,-0.00496176723271368,-0.018222605921750547,0.07664233576642336
46,46,190,86,-0.026767583751274616,0.1646675245062925,0.45263157894736844
47,47,216,20,-0.020018164352672424,-0.021036300236028132,0.09259259259259259
48,48,196,26,-0.025210025428520265,-0.004154134350362619,0.1326530612244898
49,49,199,21,-0.02443124626714309,-0.018222605921750547,0.10552763819095477
