user_id,game_id,game_name,category_id,category_name,level_id,level_name,position
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,ewppp5zw,Garden of Terror,Custom 1v0,1
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,5wk22lqw,Cursed Hollow,Custom 1v0,1
x7q06my8,o6g935d2,The Lost Vikings 2,5dw8z50d,5925kkg9,1-7,Single Levels,2
x7q06my8,o6g935d2,The Lost Vikings 2,5dw8z50d,xd4x1509,2-2,Single Levels,2
x7q06my8,o6g935d2,The Lost Vikings 2,5dw8z50d,rw6317nw,2-4,Single Levels,2
x7q06my8,o6g935d2,The Lost Vikings 2,5dw8z50d,29v2681d,2-1,Single Levels,2
x7q06my8,o6g935d2,The Lost Vikings 2,5dw8z50d,xd0x1e0d,2-3,Single Levels,2
x7q06my8,k6qqom6g,Heroes of the Storm,wkp3e002,None,None,Bruiser%,3
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,495jjnjw,Tomb of the Spider Queen,Custom 1v0,1
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,n930kvn9,Warhead Junction,Custom 1v0,1
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,o9xny06w,Volskaya Foundry,Custom 1v0,1
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,kwjyyrzw,Infernal Shrines,Custom 1v0,1
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,ywe8g47w,Hanamura Temple,Custom 1v0,1
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,owokkxyd,Battlefield of Eternity,Custom 1v0,1
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,592jjprw,Dragon Shire,Custom 1v0,4
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,xd4kyn2w,Industrial District,Custom 1v0,1
x7q06my8,k6qqom6g,Heroes of the Storm,mke48lx2,None,None,Melee Assassin%,3
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,rdq00q1w,Lost Cavern,Custom 1v0,1
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,5d777rvd,Towers of Doom,Custom 1v0,2
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,y9meez1d,Haunted Mines,Custom 1v0,1
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,xd042lxw,Silver City,Custom 1v0,1
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,5d777rvd,Towers of Doom,5v5 Versus AI,1
x7q06my8,k6qqom6g,Heroes of the Storm,vdo1gx12,None,None,Healer%,4
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,z98jpygw,Braxis Holdout,Custom 1v0,7
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,ldy35jk9,Braxis Outpost,5v5 Versus AI,2
x7q06my8,k6qqom6g,Heroes of the Storm,7dg630xk,None,None,Ranged Assassin%,6
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,29vyypn9,Blackheart's Bay,Custom 1v0,3
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,o9xny06w,Volskaya Foundry,5v5 Versus AI,1
x7q06my8,k6qqom6g,Heroes of the Storm,wdm6ovxk,None,None,Tank%,4
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,owokkxyd,Battlefield of Eternity,5v5 Versus AI,2
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,ywe8g47w,Hanamura Temple,5v5 Versus AI,2
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,xd100169,Sky Temple,5v5 Versus AI,1
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,n930kvn9,Warhead Junction,5v5 Versus AI,1
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,495jjnjw,Tomb of the Spider Queen,5v5 Versus AI,2
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,29vyypn9,Blackheart's Bay,5v5 Versus AI,2
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,z98jpygw,Braxis Holdout,5v5 Versus AI,1
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,ewppp5zw,Garden of Terror,5v5 Versus AI,2
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,592jjprw,Dragon Shire,5v5 Versus AI,2
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,kwjyyrzw,Infernal Shrines,5v5 Versus AI,1
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,29vzlj3d,Alterac Pass,5v5 Versus AI,2
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,ldy35jk9,Braxis Outpost,Custom 1v0,2
x7q06my8,k6qqom6g,Heroes of the Storm,9d838y62,5wk22lqw,Cursed Hollow,5v5 Versus AI,2
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,29vzlj3d,Alterac Pass,Custom 1v0,4
x7q06my8,k6qqom6g,Heroes of the Storm,9kv938j2,xd100169,Sky Temple,Custom 1v0,3
x7q06my8,268eoq56,Alien Spidy,9d84q87k,None,None,Forest,1
x7q06my8,m1mqokd2,Coffee Kid,9d8vl13k,None,None,Any%,2
x7q06my8,y65eoe6e,Doctor Who and the Warlord,wdmxm1ok,None,None,Any%,1
x7q06my8,o1y7541q,Doctor Who: The First Adventure,9kvorg82,None,None,Any%,2
x7q06my8,76rx34v6,Drag Strip,zdn4z7ek,None,None,Best Time,2
x7q06my8,76rx34v6,Drag Strip,zdn4z7ek,None,None,Best Time,2
x7q06my8,76rx34v6,Drag Strip,zdn4z7ek,None,None,Best Time,2
x7q06my8,9d3rexwd,The Fellowship of the Ring Software Adventure,w20yoyjk,None,None,Main Game,1
x7q06my8,9d3rexwd,The Fellowship of the Ring Software Adventure,w20yoyjk,None,None,Main Game,1
x7q06my8,46w3n071,-SPROUT-,9kv96n82,69z8p2g9,depths,any%,4
x7q06my8,46w3n071,-SPROUT-,9kv96n82,495mk53w,aether,any%,2
x7q06my8,46w3n071,-SPROUT-,9kv96n82,r9g7y4p9,hearth,any%,3
x7q06my8,m1mxjz36,Boxing,xk98lq62,None,None,Game 1 A/A [EMU],4
x7q06my8,76rj2e18,AiRace Speed,w20568dn,None,None,All Levels,2
